1.666667e-05|70.34|26.3|2.554335 
5.00455|70.34|26.5|2.28083 
10.00908|70.34|26.0|2.021978 
15.01362|70.34|26.3|1.79243 
20.01815|70.34|24.8|1.616606 
25.02268|70.16|23.3|1.52381 
30.02722|70.16|22.9|1.465201 
35.03175|70.16|23.5|1.45055 
40.03628|70.16|23.9|1.445665 
45.04082|70.16|22.8|1.421245 
50.04535|70.16|22.6|1.391941 
55.04988|70.16|22.5|1.396825 
60.05442|70.16|22.4|1.401709 
65.05895|69.98001|22.2|1.406593 
70.06349|69.98001|22.2|1.455433 
75.06802|69.98001|22.6|1.406593 
80.07255|69.98001|22.0|1.452991 
85.07709|69.8|22.0|1.455433 
90.08162|69.8|21.5|1.443223 
95.08615|69.8|21.8|1.440781 
100.0907|69.8|21.7|1.440781 
105.0952|69.8|21.5|1.416361 
110.0997|69.98001|22.4|1.494506 
115.1043|70.16|24.1|2.788767 
120.1088|70.16|24.8|4.19536 
125.1133|70.34|24.9|3.111111 
130.1179|70.7|25.1|4.102564 
135.1224|70.88|25.2|2.417583 
140.127|71.24|25.0|2.412699 
145.1315|71.42|24.9|6.207571 
150.136|71.6|24.9|4.507936 
155.1405|71.78|24.9|4.654457 
160.1451|71.96|24.9|3.965812 
165.1496|72.14|25.0|3.457875 
170.1541|72.14|25.0|4.0 
175.1587|72.32|24.7|3.384615 
180.1632|72.32|24.9|2.998779 
185.1678|72.32|25.1|3.257631 
190.1723|72.32|24.9|3.833944 
195.1768|72.32|25.0|3.521368 
200.1813|72.5|24.9|6.256411 
205.1859|72.5|25.0|4.285714 
210.1904|72.5|24.8|3.677656 
215.195|72.5|24.8|0.004884005 
220.1995|72.68|24.9|0.002442003 
225.204|73.4|24.7|0.00976801 
230.2085|72.86|24.7|0.002442003 
235.2131|72.32|24.9|0.004884005 
240.2176|72.14|25.0|0.004884005 
245.2221|71.96|25.0|0.00976801 
250.2267|71.78|24.9|0.004884005 
255.2312|71.6|24.9|0.007326007 
260.2357|71.6|25.0|0.002442003 
265.2403|71.42|24.9|0.0 
270.2448|71.24|24.9|0.004884005 
275.2494|71.06|24.9|0.0 
280.2539|71.06|25.0|0.00976801 
285.2584|70.88|24.9|0.00976801 
290.2629|70.88|24.9|0.007326007 
295.2675|70.88|24.9|0.00976801 
300.272|70.7|24.9|0.002442003 
305.2765|70.7|24.9|0.0 
310.2811|71.42|24.9|0.00976801 
315.2856|71.42|24.9|0.004884005 
320.2901|71.24|24.9|0.002442003 
325.2946|71.06|24.8|0.004884005 
330.2992|70.88|24.7|0.004884005 
335.3037|70.88|24.8|0.007326007 
340.3083|70.7|24.7|0.004884005 
345.3128|70.7|24.6|0.004884005 
350.3173|70.7|24.5|0.004884005 
355.3219|70.7|24.5|0.002442003 
360.3264|70.52|24.7|0.004884005 
365.3309|70.52|24.7|0.004884005 
370.3355|70.52|24.7|0.0 
375.34|70.52|24.7|0.004884005 
380.3445|71.24|24.6|0.002442003 
385.3491|71.24|24.7|0.004884005 
390.3536|70.88|24.6|0.004884005 
395.3581|70.7|24.5|0.004884005 
400.3627|70.7|24.5|0.004884005 
405.3672|70.7|24.5|0.004884005 
410.3717|70.7|24.4|0.01221001 
415.3763|70.52|24.5|0.004884005 
420.3808|70.52|24.5|0.0 
425.3853|70.34|24.5|0.004884005 
430.3898|70.34|24.5|0.007326007 
435.3944|70.34|24.5|0.007326007 
440.3989|70.34|24.6|0.00976801 
445.4034|71.06|24.6|0.00976801 
450.408|71.06|24.6|0.00976801 
455.4125|70.7|24.5|0.0 
460.417|70.7|24.5|0.00976801 
465.4216|70.7|24.4|0.00976801 
470.4261|70.52|24.5|0.8644689 
475.4306|70.52|24.6|0.00976801 
480.4352|70.52|24.5|0.002442003 
485.4397|70.52|24.5|0.0 
490.4443|70.52|24.6|0.004884005 
495.4488|70.52|24.6|0.007326007 
500.4533|70.34|24.5|0.00976801 
505.4579|70.34|24.8|0.004884005 
510.4624|70.34|24.6|0.002442003 
515.4669|70.16|24.6|0.004884005 
520.4714|70.16|24.7|0.002442003 
525.476|70.16|24.7|0.002442003 
530.4805|70.16|25.2|0.004884005 
535.485|69.98001|25.1|0.004884005 
540.4896|69.98001|25.1|0.004884005 
545.4941|69.98001|25.1|0.007326007 
550.4987|69.98001|25.0|0.004884005 
555.5032|69.98001|24.9|0.0 
560.5077|69.8|24.9|0.007326007 
565.5123|69.8|24.9|0.00976801 
570.5168|69.8|25.0|0.007326007 
575.5213|69.8|25.0|0.002442003 
580.5258|69.62|25.0|0.00976801 
585.5304|69.8|25.1|0.004884005 
590.535|69.62|25.0|0.0 
595.5394|69.62|25.1|0.007326007 
600.544|69.62|24.9|0.004884005 
605.5485|69.62|25.0|0.007326007 
610.553|69.62|24.9|0.004884005 
615.5576|69.44|24.9|0.0 
620.5621|69.44|24.9|0.002442003 
625.5666|69.44|24.8|0.004884005 
630.5712|69.44|24.9|0.00976801 
635.5757|69.44|24.9|0.007326007 
640.5802|69.26|24.8|0.0 
645.5848|69.26|24.9|0.004884005 
650.5893|69.26|24.9|0.0 
655.5939|69.26|25.2|2.910867 
660.5984|70.16|25.3|2.915751 
665.6029|70.16|24.9|6.549451 
